ParticipantID,Trial,FixationNo,StartTime,EndTime,Duration,PositionX,PositionY,PupilSize,EyeUsed,Task,ActorGender,Direction,Ostensiveness
Ditlev,1,14,4838,4952,116,726.2,632.7,6180,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Ditlev,1,15,4982,5316,336,681.9,644.3,6322,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Ditlev,1,16,5374,5520,148,846.2,473.8,6228,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Ditlev,1,17,5548,5748,202,824,419.8,6169,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Ditlev,1,18,5776,5948,174,841.6,468.3,6142,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Ditlev,1,19,5970,6466,498,858.9,507.5,6260,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Ditlev,2,1,4,468,466,946.7,523,6563,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,2,2,496,648,154,853.6,461.1,6519,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,2,3,674,1122,450,827.9,453.7,6162,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,2,4,1142,2758,1618,856,442.9,6338,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,2,5,2790,3106,318,892.9,434.8,6829,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,2,6,3130,3664,536,890.4,419.6,6883,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,2,7,3682,4474,794,867.6,425.6,6893,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,2,8,4492,6412,1922,862.8,409.9,6916,RIGHT,Social Engagement,Female,First person,Ostensive
Ditlev,3,1,4,242,240,950.6,502.2,6690,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,2,274,480,208,877.8,465.6,6750,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,3,506,1090,586,849.9,434.6,6615,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,4,1112,1606,496,855.4,443.2,6558,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,5,1652,2500,850,868.5,607.1,6752,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,6,2556,2716,162,863.2,405.2,6551,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,7,2738,4752,2016,858.4,421.2,6552,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,8,4780,5146,368,859.9,411.2,6750,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,9,5166,6318,1154,859.5,422.7,6756,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,3,10,6334,6404,72,858.2,427.2,6884,RIGHT,Social Engagement,Female,First person,Non-ostensive
Ditlev,4,1,4,448,446,737.5,428.7,6737,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,2,484,596,114,823.7,439.5,6742,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,3,620,892,274,833.5,422.5,6450,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,4,900,1366,468,821,419,5845,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,5,1414,1686,274,761.9,619.4,5542,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,6,1720,2082,364,847.8,488.8,5682,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,7,2114,2326,214,837.7,394.8,5831,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,8,2344,3196,854,863,413.6,6185,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,9,3258,3432,176,684.6,655.3,6652,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,10,3458,3844,388,688.2,642.1,6660,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,11,3864,5446,1584,703.9,615.1,6785,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,4,12,5512,6392,882,873.2,409.1,6948,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Ditlev,5,1,4,240,238,996.6,521.4,6883,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,2,274,452,180,908.7,463.5,6944,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,3,486,1868,1384,855.8,433.3,6462,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,4,1920,2034,116,868.3,670.9,6520,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,5,2058,2868,812,848.9,656.2,6581,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,6,2932,3110,180,865.4,427,6562,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,7,3134,3942,810,885.4,419.8,6773,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,8,3962,4188,228,865.6,429.6,6789,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,9,4208,4912,706,847.1,414.7,6550,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,10,4936,5272,338,848.1,416.8,6256,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,5,11,5286,6402,1118,836,412.6,6233,RIGHT,Social Engagement,Male,First person,Non-ostensive
Ditlev,6,1,4,464,462,776.5,491.2,6135,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,2,498,610,114,838.9,483.8,6155,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,3,636,1122,488,839.7,461.7,5852,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,4,1142,2824,1684,838.3,436.6,5663,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,5,2888,3042,156,740.8,658.9,5991,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,6,3064,4078,1016,711.1,645.8,6203,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,7,4106,4268,164,673.5,680.1,6181,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,8,4324,4520,198,865.5,448,6202,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,9,4542,4846,306,849.8,444.4,6263,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,10,4870,5168,300,843.7,423,6280,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,11,5188,5532,346,851.5,445.4,6357,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,12,5550,5700,152,836.5,440.7,6369,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,13,5772,5864,94,656.9,740.4,6395,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,14,5890,6064,176,671.2,699.7,6365,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,15,6088,6200,114,672.4,678.4,6153,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,6,16,6254,6394,142,835.9,425.5,5904,RIGHT,Social Engagement,Female,Third person,Ostensive
Ditlev,7,1,4,52,50,959.1,515.1,6494,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,2,80,508,430,817.6,477.2,6634,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,3,548,682,136,829.7,415.4,6677,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,4,696,932,238,843.6,429.3,6308,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,5,954,1618,666,837.3,404.3,6188,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,6,1640,2174,536,829.5,391.4,6211,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,7,2190,2564,376,825.6,399.3,6510,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,8,2582,2948,368,834.4,419.1,6468,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,9,2978,3076,100,811.4,448.9,6448,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,10,3106,3346,242,814.7,416.1,6494,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,11,3412,3728,318,806.8,659.2,6672,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,12,3784,3888,106,820.9,387.7,6395,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,13,3904,4604,702,819.9,406.6,6408,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,14,4630,4822,194,822.6,408.8,6390,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,15,4840,5208,370,814.6,404.2,6321,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,7,16,5226,6408,1184,825.1,403.5,6352,RIGHT,Social Engagement,Male,First person,Ostensive
Ditlev,8,1,4,458,456,779,495.9,6855,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,2,490,792,304,851,435.9,6666,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,3,808,2638,1832,823.5,432.2,6349,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,4,2706,2954,250,721.6,661.4,6510,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,5,2984,4296,1314,668.8,684.9,6190,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,6,4334,4630,298,769.4,649.4,6186,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,7,4698,4782,86,837.8,388.7,6314,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,8,4814,5176,364,832.6,428.2,6438,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,9,5240,5380,142,710.4,689.7,6515,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,10,5404,5664,262,697.2,659.4,6430,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,11,5724,5966,244,866.7,413.6,6128,RIGHT,Social Engagement,Male,Third person,Ostensive
Ditlev,8,12,5990,6402,414,842.2,395.3,6091,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,1,1,4,434,432,909,386.7,5789,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,2,458,670,214,801.5,355.3,5619,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,3,692,812,122,897.1,387.1,5865,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,4,840,1284,446,852.2,481.4,6014,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,5,1294,2136,844,833.7,465.7,6118,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,6,2168,2302,136,834.2,665.7,6177,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,7,2320,2844,526,829,631.9,6218,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,8,2874,3148,276,844,499.6,6236,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,9,3180,3706,528,849.6,672.9,6265,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,10,3742,4198,458,858.7,501.7,6342,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,11,4228,4888,662,849.6,662,6331,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,12,5014,5092,80,843.4,429.8,6219,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,13,5114,5692,580,858,495.4,6154,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,14,5706,6118,414,846.6,456.1,5847,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,15,6160,6484,326,841.9,709.5,5837,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,1,16,6524,6724,202,836.7,474.2,5815,RIGHT,Social Engagement,Female,First person,Non-ostensive
Gergana,2,1,4,66,64,998.8,509.7,6320,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,2,102,456,356,807.8,493.2,6325,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,3,480,706,228,856.9,464.2,6165,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,4,714,882,170,825,475.3,6213,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,5,914,1306,394,775.5,616.7,6065,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,6,1342,1856,516,842,454.7,6013,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,7,1904,2348,446,789.9,620.5,5867,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,8,2384,2926,544,840.8,461.4,5985,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,9,2964,3326,364,757.6,620,5961,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,10,3350,4560,1212,696.3,692.9,6199,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,11,4602,4818,218,841.9,502.2,6232,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,12,4832,5146,316,844.6,470.7,6422,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,13,5208,5346,140,636.8,747.3,6335,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,14,5366,5586,222,660.6,699.7,6178,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,15,5598,5924,328,676.1,672.1,6224,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,16,5964,6258,296,838.5,455.5,6318,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,2,17,6300,6396,98,722.7,634.4,6410,RIGHT,Social Engagement,Female,Third person,Ostensive
Gergana,3,1,4,110,108,739.9,551.8,6457,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,2,134,566,434,852.5,555.9,6490,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,3,588,952,366,858.2,491.1,6192,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,4,982,1182,202,779.4,620.8,6097,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,5,1200,1694,496,796.3,664.3,6133,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,6,1728,2064,338,861.6,484.4,6130,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,7,2094,2322,230,821.6,625.2,6233,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,8,2346,2642,298,797.9,667,6232,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,9,2678,3432,756,868.9,477.8,6187,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,10,3478,3696,220,714.8,655.8,6216,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,11,3734,4060,328,864.6,468.6,6029,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,12,4104,4426,324,720.9,601.1,5879,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,13,4464,4800,338,879.1,488.1,5934,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,14,4810,5284,476,847.3,487.1,5955,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,15,5322,5498,178,707,707.5,6121,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,16,5620,5810,192,702.9,740.5,6171,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,3,17,5824,6402,580,722.5,698.6,6287,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Gergana,4,1,4,60,58,916.4,548.4,6163,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,2,82,384,304,987.5,539.7,6193,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,3,420,588,170,769.6,571.1,6172,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,4,622,1682,1062,881.1,460,6112,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,5,1732,1952,222,791.3,691.8,6082,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,6,1964,2186,224,801.7,665.1,6121,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,7,2222,2654,434,858.4,458.2,6238,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,8,2698,3398,702,762.8,667.1,6310,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,9,3410,3720,312,730.7,667.6,6419,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,10,3760,4102,344,853.2,436.6,6415,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,11,4150,4430,282,720.4,699.1,6531,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,12,4444,4998,556,691.8,658.1,6625,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,13,5040,5206,168,847.4,428.8,6566,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,14,5214,5602,390,841.6,450.4,6595,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,4,15,5654,6396,744,703,669.1,6399,RIGHT,Social Engagement,Male,Third person,Ostensive
Gergana,5,1,4,322,320,890,539.3,6268,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,2,344,492,150,805.2,543.4,6204,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,3,520,770,252,869.6,486.3,6029,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,4,804,1090,288,853.1,647.8,6157,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,5,1130,1378,250,848.6,493.7,6367,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,6,1424,1988,566,852,693.7,6408,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,7,2016,2144,130,843.3,553.8,6245,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,8,2170,2702,534,875.5,478.7,6329,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,9,2740,2868,130,871.3,752.4,6587,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,10,2884,3130,248,880,708.5,6603,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,11,3166,3368,204,898.9,480.1,6482,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,12,3430,4008,580,894.9,713.2,6605,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,13,4044,4356,314,901.4,490.2,6538,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,14,4400,5906,1508,913.8,685.3,6952,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,15,5920,6090,172,897.4,700,6958,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,16,6128,6268,142,880.6,464.7,6896,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,17,6284,6398,116,888.2,502.4,6914,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,6,1,10,304,296,974.1,553.8,6452,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,2,324,496,174,877.2,570.6,6479,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,3,522,1794,1274,842,492,6182,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,4,1834,2120,288,856.2,641.5,6249,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,5,2160,3402,1244,874.9,468.4,6563,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,6,3446,4424,980,869.7,704.5,6712,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,7,4470,5084,616,850.6,490.8,6841,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,8,5132,5354,224,883.3,733.1,6828,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,9,5380,5680,302,852.6,684.3,6778,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,10,5716,5888,174,858.2,521.5,6706,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,11,5936,6052,118,870.8,789.9,6764,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,12,6074,6402,330,876.6,707.8,6808,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,7,1,4,54,52,834,572.7,6524,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,2,76,368,294,933,560.4,6562,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,3,390,500,112,836.5,566.1,6650,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,4,528,684,158,903.5,501.6,6632,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,5,694,918,226,877,508.5,6516,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,6,948,1158,212,813.2,627.3,6392,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,7,1184,1658,476,873,517.7,6406,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,8,1684,2078,396,834.1,623.7,6337,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,9,2096,2318,224,809.9,652.6,6321,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,10,2352,2656,306,888.6,525.4,6245,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,11,2708,2832,126,711.3,773.3,6356,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,12,2858,3386,530,729.9,693.1,6359,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,13,3426,3734,310,890.6,519.9,6291,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,14,3768,4614,848,727,642.5,6425,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,15,4634,4856,224,743.6,694.5,6391,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,16,4904,5254,352,876,514.3,6281,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,17,5266,5430,166,861.3,482.9,6387,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,18,5470,6392,924,747.1,677.9,6557,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,8,1,4,206,204,923.9,573.5,6507,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,2,232,486,256,1004.5,580.5,6381,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,3,518,652,136,840,546,6456,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,4,670,1526,858,840.3,497.9,6527,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,5,1574,2034,462,831.5,666.9,6498,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,6,2068,2710,644,845.9,513.1,6525,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,7,2750,3278,530,848.2,655.9,6299,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,8,3302,3456,156,848.2,719.4,6460,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,9,3466,3748,284,858.3,692.3,6554,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,10,3786,3960,176,883.1,458.9,6547,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,11,3972,4920,950,860.5,491.6,6411,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,12,4980,5380,402,873.9,701.9,6429,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,13,5426,6374,950,860.7,474.1,6470,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,1,1,4,62,60,640.2,433.5,4905,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,2,102,322,222,750.3,421.6,4997,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,3,500,610,112,751.1,436.6,5178,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,4,646,910,266,837.9,428.6,5272,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,5,924,1884,962,839.9,412.5,4993,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,6,2046,2326,282,815.3,439.5,4836,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,7,2378,2796,420,778,615.5,5137,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,8,2832,3030,200,733.1,613.9,5191,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,9,3062,4204,1144,685.6,658,5212,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,10,4246,4698,454,834.9,421.1,5050,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,11,4856,5272,418,832.8,420.9,4792,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,12,5288,5502,216,828.2,412.4,4756,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,13,5688,6006,320,836.2,412.3,4762,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,14,6036,6304,270,832.7,418.5,4814,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,2,1,4,468,466,967.5,518.8,5323,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,2,498,650,154,838.1,443.9,5387,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,3,846,1076,232,831.8,433.9,5117,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,4,1098,3356,2260,832.6,430.3,4991,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,5,3412,3786,376,667.1,652.6,5222,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,6,3804,4492,690,670.2,660.6,5271,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,7,4544,6402,1860,827.2,448.5,5318,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,3,1,4,146,144,965.2,514.2,5025,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,2,194,464,272,679,386.6,5006,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,3,492,804,314,846.3,412.2,5028,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,4,822,1026,206,853.5,421.1,4934,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,5,1188,1742,556,860.2,453.6,4980,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,6,1792,2354,564,780.7,626,5160,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,7,2390,2654,266,724.1,671.1,5115,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,8,2678,3370,694,692.4,669.5,5110,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,9,3412,3838,428,850.7,430.1,4961,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,10,3854,3950,98,831.6,421.3,4951,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,11,4146,4270,126,832.8,469.1,5011,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,12,4296,4634,340,825.9,415.4,5134,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,13,4664,4998,336,850.7,411.8,5043,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,14,5016,5662,648,846,412.4,4962,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,15,5690,5942,254,706.7,367.5,5003,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,16,5982,6274,294,832.6,399.3,5211,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,17,6296,6398,104,849.6,409.4,5170,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,4,1,4,246,244,970.6,534.3,5136,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,2,276,612,338,815.4,441.4,5186,RIGHT,Social Engagement,Male,First person,Non-ostensive
