ParticipantID,Trial,SaccadeNo,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,PeakVelocity,MeanVelocity,Blink,Direction.x,Amplitude,EyeUsed,Task,ActorGender,Direction.y,Ostensiveness
Gergana,5,4,1092,1128,38,851.5,641.7,848.7,499.5,202.31,105.78,false,UP,3.58,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,5,1380,1422,44,847.7,497.1,853.7,720.5,243.93,125.9,false,DOWN,5.57,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,6,1990,2014,26,851.5,686.2,842.5,588.5,124.69,94.6,false,UP,2.43,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,7,2146,2168,24,846,557.2,865.4,484.9,123.48,75.93,false,UP,1.88,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,8,2704,2738,36,871.1,480,874.6,756.2,346.6,188.47,false,DOWN,6.86,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,9,2870,2882,14,872.8,749.2,873.3,718.9,59.23,49.53,false,UP,0.73,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,10,3132,3164,34,886.9,717.1,899.4,472.3,322.52,176.93,false,UP,6.13,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,11,3370,3428,60,896.8,491.6,897,726.4,331.08,156.21,false,DOWN,5.85,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,12,4010,4042,34,901.8,715,905.9,492.8,272.18,160.7,false,UP,5.54,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,13,4358,4398,42,898.7,486.6,924.6,714,256.26,138.79,false,DOWN,5.71,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,14,5908,5918,12,907,679.9,899.1,697.7,43.67,37.79,false,.,0.47,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,15,6092,6126,36,892.6,702.5,884.8,470,271.87,161.84,false,UP,5.83,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,5,16,6270,6282,14,880.6,468.6,887,496.3,58.76,48.87,false,DOWN,0.72,RIGHT,Social Engagement,Male,First person,Non-ostensive
Gergana,6,1,306,322,18,969.2,553.2,901.1,570.6,113.06,80.5,false,LEFT,1.49,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,2,498,520,24,874.4,577.7,848.7,504.3,130.21,77.28,false,UP,1.94,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,3,1796,1832,38,845.3,486.8,858.1,640.1,143.03,99.4,false,DOWN,3.88,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,4,2122,2158,38,861,638.3,857.1,472.5,255.09,121.6,false,UP,4.19,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,5,3404,3444,42,867.1,483.7,873.3,750.8,266.21,162.25,false,DOWN,6.65,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,6,4426,4468,44,866.8,701.2,861.7,479.6,294.16,143.78,false,UP,5.55,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,7,5086,5130,46,836.2,506.2,889,750.8,236.17,133.27,false,DOWN,6.17,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,8,5356,5378,24,883.7,732.2,846.7,684.9,88.78,63.23,false,UP,1.38,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,9,5682,5714,34,857.2,690.4,855.4,520,205.13,122.38,false,UP,4.25,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,10,5890,5934,46,864.4,521.9,871.1,811.9,297.61,155.96,false,DOWN,7.12,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,6,11,6054,6072,20,874.4,783.3,880.3,731.8,91.56,61.61,false,UP,1.25,RIGHT,Social Engagement,Male,First person,Ostensive
Gergana,7,1,56,74,20,833.6,573.9,914.8,565.7,109.26,82.45,false,RIGHT,1.7,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,2,370,388,20,931,559.7,854,566.5,108.42,78.83,false,LEFT,1.61,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,3,502,526,26,835.4,569.7,908.8,510.4,131.03,83.42,false,RIGHT,2.15,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,4,686,692,8,898.9,505.7,883.6,505.6,40.18,36.3,false,.,0.32,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,5,920,946,28,872,506.3,814.6,625.4,192.87,116.68,false,DOWN,3.23,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,6,1160,1182,24,810.1,633.5,857.8,542.3,157.03,103.42,false,UP,2.49,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,7,1660,1682,24,879.5,515.9,836.4,603.1,158.72,103.98,false,DOWN,2.38,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,8,2080,2094,16,828.3,626.4,814.5,648.7,44.56,40.54,false,DOWN,0.62,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,9,2320,2350,32,801.1,656.1,895.8,514,219.11,125.38,false,UP,4.08,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,10,2658,2706,50,885.1,524.4,707.1,794,258.33,158.24,false,DOWN,7.58,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,11,2834,2856,24,713,764,733,696.7,107.35,67.34,false,UP,1.68,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,12,3388,3424,38,732.7,687.8,900.4,516.8,242.68,145.91,false,UP,5.51,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,13,3736,3766,32,885.6,521.6,744.2,619,192.59,124.56,false,LEFT,3.83,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,14,4616,4632,18,725.7,656.2,746.5,695.3,78.13,56.83,false,DOWN,1.05,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,15,4858,4902,46,742.3,696.9,879.2,523.1,284.88,139.61,false,UP,5.18,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,16,5256,5264,10,871.4,508.4,860.1,496.9,39.65,35.37,false,.,0.38,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,7,17,5432,5468,38,860,482.3,739.3,661.1,223.58,140.66,false,DOWN,5.15,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Gergana,8,1,208,230,24,918.3,576.7,994,583.3,91.79,66.36,false,RIGHT,1.58,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,2,488,516,30,1003.6,582.2,852.8,556.3,169.85,106.4,false,LEFT,3.21,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,3,654,668,16,846.2,550.8,847.3,512.5,85.47,58.24,false,UP,0.97,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,4,1528,1572,46,839.9,499.8,837.3,682.9,128.43,98.52,false,DOWN,4.59,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,5,2036,2066,32,832,664.9,851.5,511.7,197.92,117.58,false,UP,3.87,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,6,2712,2748,38,862.8,503.3,846.2,661.4,187.02,105.99,false,DOWN,3.98,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,7,3280,3300,22,843.1,665.2,863.6,722.4,83.66,66.81,false,DOWN,1.46,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,8,3458,3464,8,847.3,705.4,845,694.7,38.94,37,false,.,0.27,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,9,3750,3784,36,866.8,691.1,883.8,470,275.77,154.46,false,UP,5.56,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,10,3962,3970,10,883.7,457,888.9,475.4,52.79,45.9,false,.,0.49,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,11,4922,4978,58,838.7,484.5,899.7,731.8,173.59,110.73,false,DOWN,6.3,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,12,5382,5424,44,875.7,694,854.1,477.6,318.68,145.94,false,UP,5.44,RIGHT,Social Engagement,Female,First person,Ostensive
Gergana,8,13,6376,6388,14,870.4,471.9,881.2,507.1,52.16,31.37,false,DOWN,0.93,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,1,1,64,100,38,638.3,432.6,730.7,423.7,236.93,102.95,false,RIGHT,1.96,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,2,324,498,176,754.3,424,753.4,399.6,901.57,359.48,true,UP,0.63,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,3,612,644,34,757.7,442.3,817.3,429.6,156.96,75.94,false,RIGHT,1.3,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,4,912,922,12,839.6,423.4,841.9,401.7,52.28,41.47,false,UP,0.56,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,5,1886,2044,160,844.2,415.8,814.1,438.8,1059.72,329.34,true,LEFT,0.87,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,6,2328,2376,50,820.5,437.6,771.4,608.7,339.15,118.86,false,DOWN,4.47,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,7,2798,2830,34,772.2,590.7,755.3,602,132.16,71.81,false,.,0.45,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,8,3032,3060,30,723.7,621.1,701.6,650.1,125.61,67.52,false,DOWN,0.85,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,9,4206,4244,40,686.5,652.1,846.8,431.4,423.91,170.81,false,UP,6.5,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,10,4700,4854,156,842.7,430.3,836.3,425.4,1013.27,243.6,true,.,0.19,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,11,5274,5286,14,830.2,420.7,817.1,420.3,35.23,23.7,false,.,0.28,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,12,5504,5686,184,832.5,415.5,832.7,408.5,873.87,337.81,true,.,0.18,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,13,6008,6034,28,842.5,415,844.4,416.6,61.28,41.34,false,.,0.06,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,1,14,6306,6476,172,838.1,423.1,853.1,414.7,940.7,362.31,true,.,0.38,RIGHT,Social Engagement,Male,Third person,Ostensive
IdaEB,2,1,470,496,28,960.5,516.1,832.9,443.7,226.65,119.43,false,LEFT,3.26,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,2,652,844,194,838.5,444.6,828.2,414,1335.12,445,true,UP,0.82,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,3,1078,1096,20,834.4,431.9,806.5,420.6,71.27,44.42,false,LEFT,0.66,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,4,3358,3410,54,836,436.1,660.3,630,436.07,155.41,false,DOWN,6.13,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,5,3788,3802,16,665.4,664.6,682.5,665.8,45.28,29.13,false,.,0.35,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,2,6,4494,4542,50,676.2,654.5,806.6,463.8,369,142.78,false,UP,5.52,RIGHT,Social Engagement,Female,Third person,Non-ostensive
IdaEB,3,1,148,192,46,966.9,510.7,701.5,393.5,406.74,154.89,false,LEFT,6.34,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,2,466,490,26,684.5,390.5,859.9,404.9,276.08,140.97,false,RIGHT,3.72,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,3,806,820,16,849.1,412.3,857.4,421.6,36.12,25.93,false,.,0.3,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,4,1028,1186,160,854.3,420.1,858.7,454.9,1021.35,287.45,true,DOWN,0.9,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,5,1744,1790,48,850,448.4,776.7,607.8,364.65,138.05,false,DOWN,4.33,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,6,2356,2388,34,768.2,623.7,750.1,654.5,153.84,81.76,false,DOWN,0.85,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,7,2656,2676,22,718.4,676.7,692.8,668.8,66.39,41,false,LEFT,0.56,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,8,3372,3410,40,690.1,670.1,860.2,458.9,442.23,186.26,false,UP,6.38,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,9,3840,3852,14,845.4,425.1,822.5,413.5,49.64,37.78,false,LEFT,0.57,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,10,3952,4144,194,830,425.9,830.2,473.6,989.61,333.97,true,DOWN,1.23,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,11,4272,4294,24,833.1,462.1,809.6,409.1,133.69,70.37,false,UP,1.45,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,12,4636,4662,28,831.7,410.8,833.5,411.7,66.09,44,false,.,0.04,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,13,5000,5014,16,850,412.2,842.1,410.5,38.39,25.47,false,.,0.17,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,14,5664,5688,26,847.8,407.3,709.6,377.2,206.14,114.7,false,LEFT,3.02,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,15,5944,5980,38,706,364.8,811.1,402.6,236.08,105.4,false,RIGHT,2.43,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,3,16,6276,6294,20,839.8,403.7,852.5,410,49.84,35.19,false,.,0.31,RIGHT,Social Engagement,Male,Third person,Non-ostensive
IdaEB,4,1,248,274,28,968.2,532.5,802.1,448.7,266.76,143.42,false,LEFT,4.09,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,2,614,626,14,816.6,447.6,835,420.1,65.78,52.21,false,UP,0.81,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,3,1000,1224,226,839.4,424.1,848.9,577,1162.86,369.29,true,DOWN,3.91,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,4,1292,1318,28,851.9,609.2,845.2,442.5,283.69,151.94,false,UP,4.24,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,5,1730,1738,10,845.6,433.7,848.3,415,49.27,42.39,false,.,0.49,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,6,2074,2124,52,843.2,418.5,838.8,656.6,411.09,156.31,false,DOWN,6.03,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,7,2326,2338,14,846,664.2,825.3,639.1,62.94,45.32,false,UP,0.75,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,8,3482,3520,40,841.4,674.4,855.7,410.9,334.84,167.25,false,UP,6.66,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,9,4572,4600,30,840.5,403.7,830.1,402.2,87.91,54.08,false,.,0.22,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,10,4846,5008,164,827.5,410.2,836.5,411.6,1241.34,454.86,true,.,0.19,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,11,5528,5562,36,851,428.8,836.4,559.5,199.31,91.81,false,DOWN,3.35,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,12,5742,5768,28,834.6,556.1,838.4,419.8,232.62,122.31,false,UP,3.49,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,5,1,366,374,10,948,509.2,951.2,487.4,55.95,48.57,false,UP,0.56,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,2,472,734,264,952.3,515.6,832.3,462.7,1070.27,267.41,true,LEFT,2.86,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,3,864,880,18,838.2,463.6,826.6,424.6,79.22,52.05,false,UP,1.04,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,4,1742,1750,10,840.3,431.6,839.4,416.9,43.06,32.47,false,.,0.38,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,5,2396,2448,54,837.5,431.2,753.3,634,353.87,149.32,false,DOWN,5.43,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,6,3764,3784,22,652.9,667.2,676.3,674.2,61.7,42.57,false,RIGHT,0.51,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,7,4150,4330,182,680.3,670.4,698.2,618.3,1170.96,367.82,true,UP,1.34,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,8,4550,4588,40,701.2,611.7,824,448.7,344.15,155.8,false,UP,4.86,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,9,4936,4944,10,829.1,425.6,841.4,414.7,41.64,37.56,false,.,0.38,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,10,5544,5572,30,837.2,420.2,838.2,424.8,82.13,52.18,false,.,0.12,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,11,5926,6092,168,820.7,417.4,816.3,405.2,1062.93,333.02,true,.,0.33,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,12,6386,6412,28,823.9,411,816.9,425.6,80.52,51.15,false,.,0.41,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,6,1,468,492,26,964.5,516.2,840,446.7,230.6,118.69,false,LEFT,3.16,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,2,616,782,168,842.6,450.9,823.2,396.2,1261.2,456.11,true,UP,1.47,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,3,1018,1024,8,820.3,414.6,816.7,401.1,43.86,40.61,false,.,0.36,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,4,2100,2118,20,840.3,421.2,827.1,434.4,55.01,42.05,false,.,0.44,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,5,2558,2572,16,834.3,428.1,854.1,420.1,46.55,28.98,false,.,0.47,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,6,2800,3040,242,858,423.2,834.4,705.6,939.08,337.31,true,DOWN,7.12,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,7,3126,3150,26,843.1,750,836.8,672.7,163.36,80.47,false,UP,1.89,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,8,3406,3444,40,847.7,693.6,838.9,433,444.37,184.87,false,UP,6.56,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,9,3722,3740,20,848.1,422.7,864.2,431.8,53.47,34.94,false,.,0.41,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,10,4210,4452,244,853.7,418.2,851.3,674.5,991.42,341.77,true,DOWN,6.47,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,11,4562,4622,62,856.6,709.3,831.4,367.6,544.19,188.33,false,UP,8.63,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,12,4778,4788,12,819.3,391,839.7,404.4,50.43,39.46,false,RIGHT,0.55,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,13,6084,6094,12,835.2,418.2,811.8,408.6,50.06,40.04,false,LEFT,0.55,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,7,1,46,68,24,930.8,515.3,978.6,512.1,96,53.57,false,RIGHT,1,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,2,458,482,26,963.7,513.1,850.5,430.2,222.96,120.23,false,LEFT,3.19,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,3,646,660,16,844.6,426.5,820.7,401.1,63.51,48.14,false,UP,0.83,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,4,738,954,218,823.6,401,801.7,373.1,1023.8,288.71,true,UP,0.86,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,5,1318,1334,18,807.9,376.6,823.4,378.7,46.38,31.49,false,.,0.33,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,6,2060,2074,16,840,401.1,845.2,408.9,35.51,26.3,false,.,0.23,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,7,2352,2568,218,837.4,411.7,910.1,712.7,715.59,310.09,true,DOWN,7.71,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,8,2896,2936,42,826,645.2,815.7,418.1,418.08,170.61,false,UP,5.76,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,9,3250,3266,18,831.1,405.7,853.3,413,57.05,36.16,false,RIGHT,0.51,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,10,3634,3652,20,842.6,420.9,835.6,421.3,54.34,38.78,false,.,0.15,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,11,4150,4198,50,840.8,428.8,833.2,664.3,403.76,142.07,false,DOWN,5.95,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,12,4628,4644,18,841.4,669.5,857,663.2,46.2,29.51,false,.,0.36,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,13,4922,4976,56,851.7,656.7,845.6,392,341.36,162.71,false,UP,6.7,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,14,5662,5670,10,845.3,407.6,824.4,406.3,42.65,35.28,false,.,0.44,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,15,6014,6038,26,832.1,405,835.9,403.2,58.22,39.93,false,.,0.09,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,8,1,282,320,40,973.2,519.4,816.4,436.9,272.02,116.71,false,LEFT,3.91,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,2,548,566,20,793.4,446.7,851.4,429.1,96.98,58.42,false,RIGHT,1.3,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,3,1266,1532,268,840.4,443.1,891.6,680.4,874.99,415.98,true,DOWN,6.06,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,4,1648,1674,28,832.7,616.1,827.5,434.1,319.58,163.42,false,UP,4.62,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,5,2784,3004,222,840.4,439.3,827.1,383.9,1006.31,273.75,true,UP,1.46,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,6,3150,3166,18,837.7,388.5,840.7,431.8,84.07,60.01,false,DOWN,1.13,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,7,3690,3726,38,851.2,435.1,856.5,664.6,422.19,173.68,false,DOWN,5.8,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,8,3930,3978,50,842.3,664.7,828.8,442.9,326.11,138.69,false,UP,5.6,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,9,4392,4422,32,829.3,420.6,831.4,423,94.46,56.83,false,.,0.08,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,10,4476,4682,208,846.3,396.5,899.8,706.1,1124.45,455.01,true,DOWN,7.87,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,11,4830,4878,50,846,669.3,822.9,435.2,439.57,157.5,false,UP,5.92,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,12,5462,5516,56,826.2,440.3,835.9,666,386.11,123.74,false,DOWN,5.7,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,13,6154,6182,30,840.1,670.5,828.8,445.3,379.72,187.57,false,UP,5.68,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,14,6374,6408,36,828.5,444.7,829.6,411.5,90.47,49.42,false,UP,0.86,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,1,1,586,634,50,732.2,322,859.3,489.2,325.42,131.47,false,DOWN,5.1,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,2,770,790,22,854.7,505,859.2,438,117.71,73.4,false,UP,1.72,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,3,1232,1240,10,856.8,456.1,864.6,438,48.84,40.31,false,.,0.5,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,4,1760,1802,44,852.2,445.5,780.9,611.7,322,155.07,false,DOWN,4.47,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,5,2772,2786,16,706.2,632.6,696,656.7,55.6,46.07,false,DOWN,0.63,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,6,3014,3058,46,701.6,661.4,861.9,456.4,354.97,166.05,false,UP,6.15,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,7,3384,3396,14,856.5,445.1,870.4,429.1,45.07,36.57,false,UP,0.51,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,8,3896,3964,70,867.6,431.3,703.9,675,445.26,192.07,false,DOWN,7.02,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,9,4150,4166,18,718.7,677.6,706.6,647,63.26,50.53,false,UP,0.79,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,2,1,604,632,30,783.2,512.1,856,421.9,210.73,114.79,false,UP,2.78,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,2,884,898,16,863.5,427.1,875.4,426.4,38.16,24.17,false,.,0.25,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,3,1568,1610,44,877,415.1,861.6,599.4,322.2,147.71,false,DOWN,4.71,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,4,2794,2824,32,871.5,606.5,881.7,623.3,132.34,73.13,false,.,0.47,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,5,3094,3140,48,895.4,651.8,878.2,406.7,371.56,152.77,false,UP,6.22,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,6,4470,4518,50,880.4,420.7,887.6,688.8,396.21,160.07,false,DOWN,6.75,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,7,4652,4668,18,883.9,706.2,878.1,660.7,83.78,60.91,false,UP,1.12,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,8,5242,5266,26,875.2,653.6,868.5,537.3,201.91,112.01,false,UP,2.92,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,9,5976,6008,34,867.8,553,860.1,424.9,143.7,94.71,false,UP,3.28,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,3,1,486,514,30,824.6,513,874.3,399.1,215.59,115.51,false,UP,3.11,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,2,2528,2578,52,874.4,405.1,859.1,609.3,201.79,120.85,false,DOWN,5.21,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,3,3192,3236,46,857.1,633.9,862.9,383.4,428.27,170.94,false,UP,6.38,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,4,3386,3398,14,864.6,380.6,875.7,407,60.75,45.51,false,DOWN,0.73,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,5,4852,4864,14,870.9,395.8,862.3,387.7,35.69,25.83,false,.,0.28,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,4,1,574,586,14,855,449.6,866,422.7,60.28,48.31,false,UP,0.73,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,2,3030,3080,52,869.3,434.3,776.5,615.8,268.28,143.85,false,DOWN,5,RIGHT,Social Engagement,Female,Third person,Ostensive
